From	To	Neuropil	Synapses	Neuro Transmitter
720575940632777320	720575940617219933	ME_L	5	ACH
720575940632777320	720575940639124157	ME_L	9	ACH
720575940632777320	720575940621959185	ME_R	9	ACH
720575940632777320	720575940628292168	ME_R	9	ACH
720575940632777320	720575940628998299	ME_L	9	ACH
720575940632777320	720575940624561446	ME_R	9	ACH
720575940632777320	720575940603200428	ME_R	9	ACH
720575940632777320	720575940611751347	ME_R	9	ACH
720575940632777320	720575940632264003	ME_R	9	ACH
720575940632777320	720575940630716534	ME_R	9	ACH
720575940632777320	720575940619903625	ME_R	9	ACH
720575940632777320	720575940627837713	ME_R	9	ACH
720575940632777320	720575940609390684	ME_L	9	ACH
720575940632777320	720575940640039229	ME_R	9	ACH
720575940632777320	720575940617426333	ME_L	9	ACH
720575940632777320	720575940622468681	ME_R	9	ACH
720575940632777320	720575940612878554	ME_R	9	ACH
720575940632777320	720575940623960245	ME_L	9	ACH
720575940632777320	720575940631103007	ME_R	9	ACH
720575940632777320	720575940628473084	ME_R	9	ACH
720575940632777320	720575940628202796	ME_L	9	ACH
720575940632777320	720575940631024236	ME_L	9	ACH
720575940632777320	720575940620708448	ME_R	9	ACH
720575940632777320	720575940640318552	ME_R	9	ACH
720575940632777320	720575940620896289	ME_R	9	ACH
720575940632777320	720575940618000541	ME_R	9	ACH
720575940632777320	720575940661267073	ME_R	9	ACH
720575940632777320	720575940644945352	ME_R	9	ACH
720575940632777320	720575940623916131	ME_L	9	ACH
720575940632777320	720575940615430762	ME_R	9	ACH
720575940632777320	720575940623493119	ME_L	9	ACH
720575940632777320	720575940637680496	ME_L	9	ACH
720575940632777320	720575940646026116	ME_R	9	ACH
720575940632777320	720575940633171108	ME_R	9	ACH
720575940632777320	720575940650668153	ME_L	9	ACH
720575940632777320	720575940632606509	ME_R	9	ACH
720575940632777320	720575940615506399	ME_L	9	ACH
720575940632777320	720575940613120741	ME_R	9	ACH
720575940632777320	720575940660830081	ME_R	9	ACH
720575940632777320	720575940630625918	ME_R	9	ACH
720575940632777320	720575940650285433	ME_R	9	ACH
720575940632777320	720575940634689175	ME_R	9	ACH
720575940632777320	720575940635148468	ME_R	9	ACH
720575940632777320	720575940620786342	ME_R	9	ACH
720575940632777320	720575940625924995	ME_R	9	ACH
720575940632777320	720575940618826314	ME_R	9	ACH
720575940632777320	720575940638682950	ME_L	9	ACH
720575940632777320	720575940623530032	ME_R	9	ACH
720575940632777320	720575940618559515	ME_L	9	ACH
720575940632777320	720575940645078984	ME_R	9	ACH
720575940632777320	720575940609925589	ME_R	9	ACH
720575940632777320	720575940632314705	ME_R	9	ACH
720575940632777320	720575940635070063	ME_L	9	ACH
720575940632777320	720575940615658713	ME_R	8	ACH
720575940632777320	720575940630761082	ME_L	8	ACH
720575940632777320	720575940631682003	ME_R	8	ACH
720575940632777320	720575940618318337	ME_L	8	ACH
720575940632777320	720575940636304218	ME_R	8	ACH
720575940632777320	720575940628981035	ME_R	8	ACH
720575940632777320	720575940644850468	ME_R	8	ACH
720575940632777320	720575940614650163	ME_R	8	ACH
720575940632777320	720575940625626348	ME_R	8	ACH
720575940632777320	720575940633839796	ME_R	8	ACH
720575940632777320	720575940630434876	ME_R	8	ACH
720575940632777320	720575940614503285	ME_R	8	ACH
720575940632777320	720575940640959696	ME_L	8	ACH
720575940632777320	720575940621081264	ME_L	8	ACH
720575940632777320	720575940621118293	ME_L	8	ACH
720575940632777320	720575940605725920	ME_L	8	ACH
720575940632777320	720575940637260133	ME_R	8	ACH
720575940632777320	720575940613508210	ME_R	8	ACH
720575940632777320	720575940637471054	ME_R	8	ACH
720575940632777320	720575940622033110	ME_R	8	ACH
720575940632777320	720575940622489814	ME_R	8	ACH
720575940632777320	720575940615600690	ME_R	8	ACH
720575940632777320	720575940617753758	ME_R	8	ACH
720575940632777320	720575940632637215	ME_R	8	ACH
720575940632777320	720575940627394314	ME_R	8	ACH
720575940632777320	720575940645653358	ME_L	8	ACH
720575940632777320	720575940622697992	ME_R	8	ACH
720575940632777320	720575940609356811	ME_L	8	ACH
720575940632777320	720575940603327916	ME_R	8	ACH
720575940632777320	720575940626280573	ME_R	8	ACH
720575940632777320	720575940633436324	ME_R	8	ACH
720575940632777320	720575940632927661	ME_R	8	ACH
720575940632777320	720575940618728606	ME_R	8	ACH
720575940632777320	720575940629077191	ME_R	8	ACH
720575940632777320	720575940644530848	ME_R	8	ACH
720575940632777320	720575940628695044	ME_R	8	ACH
720575940632777320	720575940620826900	ME_R	8	ACH
720575940632777320	720575940617872523	ME_R	8	ACH
720575940632777320	720575940606333385	ME_R	8	ACH
720575940632777320	720575940619022529	ME_R	8	ACH
720575940632777320	720575940628100154	ME_L	8	ACH
720575940632777320	720575940624769771	ME_R	8	ACH
720575940632777320	720575940614653615	ME_R	8	ACH
720575940632777320	720575940610235086	ME_R	8	ACH
720575940632777320	720575940625541612	ME_R	8	ACH
720575940632777320	720575940620728710	ME_R	8	ACH
720575940632777320	720575940611967125	ME_R	8	ACH
720575940632777320	720575940615836450	ME_R	8	ACH
720575940632777320	720575940648667780	ME_L	8	OCT
720575940632777320	720575940632433052	ME_R	8	ACH
720575940632777320	720575940604476774	ME_R	8	ACH
720575940632777320	720575940638405722	ME_R	8	ACH
720575940632777320	720575940621245805	ME_R	8	ACH
720575940632777320	720575940605478321	ME_R	8	ACH
720575940632777320	720575940606373566	ME_L	8	ACH
720575940632777320	720575940613919135	ME_R	8	ACH
720575940632777320	720575940630000399	ME_R	8	ACH
720575940632777320	720575940622900237	ME_R	8	ACH
720575940632777320	720575940622216624	ME_R	8	ACH
720575940632777320	720575940620676289	ME_L	8	ACH
720575940632777320	720575940618744098	ME_L	8	ACH
720575940632777320	720575940626940453	ME_L	8	ACH
720575940632777320	720575940626235644	ME_R	8	ACH
720575940632777320	720575940630804933	ME_R	8	ACH
720575940632777320	720575940623566472	ME_R	8	ACH
720575940632777320	720575940627231290	ME_R	8	ACH
720575940632777320	720575940616748096	ME_R	8	ACH
720575940632777320	720575940622331305	ME_R	8	ACH
720575940632777320	720575940604714929	ME_R	8	ACH
720575940632777320	720575940637596649	ME_R	8	ACH
720575940632777320	720575940619080193	ME_R	8	ACH
720575940632777320	720575940631544082	ME_R	8	ACH
720575940632777320	720575940627226468	ME_R	8	ACH
720575940632777320	720575940605262880	ME_R	8	ACH
720575940632777320	720575940612470757	ME_R	8	ACH
720575940632777320	720575940610718328	ME_R	8	ACH
720575940632777320	720575940627011274	ME_L	8	ACH
720575940632777320	720575940631087831	ME_R	8	ACH
720575940632777320	720575940623072844	ME_L	8	ACH
720575940632777320	720575940624074436	ME_R	8	ACH
720575940632777320	720575940633626323	ME_R	8	ACH
720575940632777320	720575940618787668	ME_L	8	ACH
720575940632777320	720575940614889110	ME_R	8	ACH
720575940632777320	720575940637486960	ME_L	8	ACH
720575940632777320	720575940621123055	ME_L	8	ACH
720575940632777320	720575940631827256	ME_R	8	ACH
720575940632777320	720575940621454427	ME_R	8	ACH
720575940632777320	720575940636264952	ME_R	8	ACH
720575940632777320	720575940613649125	ME_R	8	ACH
720575940632777320	720575940628273468	ME_R	8	ACH
720575940632777320	720575940610001109	ME_R	8	ACH
720575940632777320	720575940624119944	ME_R	8	ACH
720575940632777320	720575940645965847	ME_L	8	ACH
720575940632777320	720575940632845463	ME_R	8	ACH
720575940632777320	720575940620678022	ME_R	8	ACH
720575940632777320	720575940644675694	ME_R	8	ACH
720575940632777320	720575940613712150	ME_L	8	ACH
720575940632777320	720575940641935861	ME_L	8	ACH
720575940632777320	720575940621842183	ME_L	8	ACH
720575940632777320	720575940636717230	ME_R	8	ACH
720575940632777320	720575940627953950	ME_L	8	ACH
720575940632777320	720575940645271588	ME_L	8	ACH
720575940632777320	720575940625302712	ME_L	8	ACH
720575940632777320	720575940635704568	ME_L	8	ACH
720575940632777320	720575940637474928	ME_R	8	ACH
720575940632777320	720575940626881082	ME_L	8	ACH
720575940632777320	720575940635225495	ME_R	8	ACH
720575940632777320	720575940613865000	ME_R	8	ACH
720575940632777320	720575940610007598	ME_R	8	ACH
720575940632777320	720575940637413006	ME_L	8	ACH
720575940632777320	720575940615429855	ME_L	8	ACH
720575940632777320	720575940630700795	ME_R	8	ACH
720575940632777320	720575940624350090	ME_L	8	ACH
720575940632777320	720575940625216404	ME_L	8	ACH
720575940632777320	720575940609090571	ME_R	8	ACH
720575940632777320	720575940625840146	ME_R	8	ACH
720575940632777320	720575940605974630	ME_R	8	ACH
720575940632777320	720575940618241821	ME_L	8	ACH
720575940632777320	720575940623628105	ME_R	8	ACH
720575940632777320	720575940609170371	ME_R	8	ACH
720575940632777320	720575940619265140	ME_R	8	ACH
720575940632777320	720575940645243427	ME_R	8	ACH
720575940632777320	720575940616893638	ME_R	8	ACH
720575940632777320	720575940624859623	ME_R	8	ACH
720575940632777320	720575940614455277	ME_L	8	ACH
720575940632777320	720575940619983262	ME_R	8	ACH
720575940632777320	720575940625532564	ME_R	8	ACH
720575940632777320	720575940616462523	ME_R	8	ACH
720575940632777320	720575940637571812	ME_R	8	ACH
720575940632777320	720575940641437173	ME_R	8	ACH
720575940632777320	720575940644731592	ME_L	8	ACH
720575940632777320	720575940614707879	ME_R	8	ACH
720575940632777320	720575940610777810	ME_L	8	ACH
720575940632777320	720575940610953478	ME_R	8	ACH
720575940632777320	720575940613373667	ME_R	8	ACH
720575940632777320	720575940628520710	ME_R	8	ACH
720575940632777320	720575940614788392	ME_R	8	ACH
720575940632777320	720575940626425219	ME_R	8	ACH
720575940632777320	720575940616561494	ME_R	8	ACH
720575940632777320	720575940633997503	ME_L	8	ACH
720575940632777320	720575940613472741	ME_R	8	ACH
720575940632777320	720575940618475665	ME_R	8	ACH
720575940632777320	720575940618716701	ME_R	8	ACH
720575940632777320	720575940640081725	ME_R	8	ACH
720575940632777320	720575940627116318	ME_R	8	ACH
720575940632777320	720575940623475463	ME_L	8	ACH
720575940632777320	720575940627545219	ME_L	8	ACH
720575940632777320	720575940621694657	ME_R	8	ACH
720575940632777320	720575940623136904	ME_L	8	OCT
720575940632777320	720575940631246863	ME_R	8	ACH
720575940632777320	720575940613880031	ME_R	8	ACH
720575940632777320	720575940617916811	ME_L	8	ACH
720575940632777320	720575940624543271	ME_R	8	ACH
720575940632777320	720575940631007606	ME_L	8	ACH
720575940632777320	720575940642431963	ME_R	8	ACH
720575940632777320	720575940619582118	ME_R	8	ACH
720575940632777320	720575940619723885	ME_R	8	ACH
720575940632777320	720575940627301391	ME_R	8	ACH
720575940632777320	720575940626916380	ME_R	8	ACH
720575940632777320	720575940635770815	ME_R	8	ACH
720575940632777320	720575940618392157	ME_R	7	ACH
720575940632777320	720575940626222681	ME_R	7	ACH
720575940632777320	720575940614843823	ME_L	7	ACH
720575940632777320	720575940635665259	ME_R	7	ACH
720575940632777320	720575940624189901	ME_R	7	ACH
720575940632777320	720575940638312006	ME_R	7	ACH
720575940632777320	720575940615338961	ME_L	7	ACH
720575940632777320	720575940615850427	ME_L	7	ACH
720575940632777320	720575940623045351	ME_L	7	ACH
720575940632777320	720575940630051706	ME_L	7	ACH
720575940632777320	720575940629174887	ME_L	7	ACH
720575940632777320	720575940628195431	ME_L	7	ACH
720575940632777320	720575940623921159	ME_R	7	ACH
720575940632777320	720575940620739494	ME_R	7	ACH
720575940632777320	720575940636058735	ME_R	7	ACH
720575940632777320	720575940630863159	ME_R	7	ACH
720575940632777320	720575940632807359	ME_R	7	ACH
720575940632777320	720575940623091299	ME_R	7	ACH
720575940632777320	720575940639400893	ME_R	7	ACH
720575940632777320	720575940616546278	ME_R	7	ACH
720575940632777320	720575940639252157	ME_L	7	ACH
720575940632777320	720575940622913285	ME_R	7	ACH
720575940632777320	720575940622644556	ME_R	7	ACH
720575940632777320	720575940640412635	ME_R	7	ACH
720575940632777320	720575940628601092	ME_L	7	ACH
720575940632777320	720575940617789369	ME_L	7	ACH
720575940632777320	720575940623148424	ME_R	7	ACH
720575940632777320	720575940641302736	ME_R	7	ACH
720575940632777320	720575940639404605	ME_R	7	ACH
720575940632777320	720575940626360828	ME_R	7	ACH
720575940632777320	720575940625802883	ME_L	7	ACH
720575940632777320	720575940630196279	ME_R	7	ACH
720575940632777320	720575940615372199	ME_L	7	ACH
720575940632777320	720575940611285858	ME_R	7	ACH
720575940632777320	720575940621318271	ME_L	7	ACH
720575940632777320	720575940635595444	ME_R	7	ACH
720575940632777320	720575940630612987	ME_R	7	ACH
720575940632777320	720575940613784223	ME_R	7	ACH
720575940632777320	720575940612544921	ME_R	7	ACH
720575940632777320	720575940618060091	ME_L	7	ACH
720575940632777320	720575940621570486	ME_R	7	ACH
720575940632777320	720575940624568846	ME_L	7	ACH
720575940632777320	720575940632670056	ME_R	7	ACH
720575940632777320	720575940643285645	ME_R	7	ACH
720575940632777320	720575940624318761	ME_L	7	ACH
720575940632777320	720575940631561487	ME_R	7	ACH
720575940632777320	720575940634906268	ME_L	7	ACH
720575940632777320	720575940626369086	ME_R	7	ACH
720575940632777320	720575940607521202	ME_L	7	ACH
720575940632777320	720575940619794648	ME_R	7	ACH
720575940632777320	720575940634769562	ME_R	7	ACH
720575940632777320	720575940624640440	ME_L	7	ACH
720575940632777320	720575940629465094	ME_R	7	ACH
720575940632777320	720575940638989658	ME_R	7	ACH
720575940632777320	720575940637889139	ME_L	7	ACH
720575940632777320	720575940614905506	ME_R	7	ACH
720575940632777320	720575940615210291	ME_L	7	ACH
720575940632777320	720575940639919192	ME_L	7	ACH
720575940632777320	720575940617088605	ME_R	7	ACH
720575940632777320	720575940623496265	ME_R	7	ACH
720575940632777320	720575940628125948	ME_R	7	ACH
720575940632777320	720575940638694197	ME_L	7	ACH
720575940632777320	720575940626941700	ME_L	7	ACH
720575940632777320	720575940627074332	ME_R	7	ACH
720575940632777320	720575940633611883	ME_R	7	ACH
720575940632777320	720575940616792413	ME_R	7	ACH
720575940632777320	720575940632691364	ME_L	7	ACH
720575940632777320	720575940621591536	ME_R	7	ACH
720575940632777320	720575940611100484	ME_L	7	ACH
720575940632777320	720575940615338193	ME_L	7	ACH
720575940632777320	720575940630628474	ME_L	7	ACH
720575940632777320	720575940626963593	ME_R	7	ACH
720575940632777320	720575940620604582	ME_L	7	ACH
720575940632777320	720575940614528040	ME_R	7	ACH
720575940632777320	720575940627395345	ME_R	7	ACH
720575940632777320	720575940623863531	ME_R	7	ACH
720575940632777320	720575940610952982	ME_R	7	ACH
720575940632777320	720575940629292806	ME_R	7	ACH
720575940632777320	720575940639316550	ME_R	7	ACH
720575940632777320	720575940615314498	ME_R	7	ACH
720575940632777320	720575940619906901	ME_L	7	ACH
720575940632777320	720575940616296607	ME_R	7	ACH
720575940632777320	720575940630837241	ME_L	7	ACH
720575940632777320	720575940625351780	ME_R	7	ACH
720575940632777320	720575940620862912	ME_L	7	ACH
720575940632777320	720575940640562749	ME_R	7	ACH
720575940632777320	720575940618995028	ME_R	7	ACH
720575940632777320	720575940614930794	ME_R	7	ACH
720575940632777320	720575940625572851	ME_L	7	ACH
720575940632777320	720575940625705767	ME_L	7	ACH
720575940632777320	720575940625483322	ME_R	7	ACH
720575940632777320	720575940635093099	ME_R	7	ACH
720575940632777320	720575940635265387	ME_L	7	ACH
720575940632777320	720575940622083455	ME_L	7	ACH
720575940632777320	720575940623076120	ME_L	7	ACH
720575940632777320	720575940622053381	ME_R	7	ACH
720575940632777320	720575940620315969	ME_R	7	ACH
720575940632777320	720575940616111221	ME_R	7	ACH
720575940632777320	720575940621407470	ME_R	7	ACH
720575940632777320	720575940613182122	ME_R	7	ACH
720575940632777320	720575940611361378	ME_R	7	ACH
720575940632777320	720575940632527524	ME_R	7	ACH
720575940632777320	720575940605106110	ME_R	7	ACH
720575940632777320	720575940627082329	ME_R	7	ACH
720575940632777320	720575940620384080	ME_R	7	ACH
720575940632777320	720575940618459200	ME_R	7	ACH
720575940632777320	720575940630971959	ME_R	7	ACH
720575940632777320	720575940623330062	ME_R	7	ACH
720575940632777320	720575940625919758	ME_L	7	ACH
720575940632777320	720575940640672501	ME_R	7	ACH
720575940632777320	720575940625089975	ME_R	7	ACH
720575940632777320	720575940632154439	ME_R	7	ACH
720575940632777320	720575940619971755	ME_R	7	ACH
720575940632777320	720575940625625580	ME_R	7	ACH
720575940632777320	720575940618989853	ME_L	7	ACH
720575940632777320	720575940611838577	ME_R	7	ACH
720575940632777320	720575940629623375	ME_L	7	ACH
720575940632777320	720575940621761449	ME_L	7	ACH
720575940632777320	720575940634301922	ME_L	7	ACH
720575940632777320	720575940605174304	ME_R	7	ACH
720575940632777320	720575940620613717	ME_R	7	ACH
720575940632777320	720575940630299276	ME_R	7	ACH
720575940632777320	720575940637971422	ME_L	7	ACH
720575940632777320	720575940623340412	ME_L	7	ACH
720575940632777320	720575940623309261	ME_R	7	ACH
720575940632777320	720575940621864986	ME_R	7	ACH
720575940632777320	720575940614568338	ME_R	7	ACH
720575940632777320	720575940623915957	ME_R	7	ACH
720575940632777320	720575940612098766	ME_L	7	ACH
720575940632777320	720575940637265806	ME_R	7	ACH
720575940632777320	720575940618880566	ME_R	7	ACH
720575940632777320	720575940626083623	ME_L	7	ACH
720575940632777320	720575940618833310	ME_R	7	ACH
720575940632777320	720575940640037966	ME_L	7	ACH
720575940632777320	720575940641611739	ME_L	7	ACH
720575940632777320	720575940617200601	ME_R	7	ACH
720575940632777320	720575940616072821	ME_L	7	ACH
720575940632777320	720575940625926926	ME_R	7	ACH
720575940632777320	720575940628959431	ME_L	7	ACH
720575940632777320	720575940623810608	ME_R	7	ACH
720575940632777320	720575940614779026	ME_R	7	ACH
720575940632777320	720575940608157635	ME_R	7	ACH
720575940632777320	720575940622286669	ME_R	7	ACH
720575940632777320	720575940620543297	ME_L	7	ACH
720575940632777320	720575940629591543	ME_L	7	ACH
720575940632777320	720575940635624343	ME_R	7	ACH
720575940632777320	720575940629354110	ME_R	7	ACH
720575940632777320	720575940628714005	ME_R	7	ACH
720575940632777320	720575940607886466	ME_L	7	ACH
720575940632777320	720575940636487054	ME_R	7	ACH
720575940632777320	720575940641252048	ME_R	7	ACH
720575940632777320	720575940641064333	ME_R	7	ACH
720575940632777320	720575940628015620	ME_R	7	ACH
720575940632777320	720575940628600392	ME_L	7	ACH
720575940632777320	720575940622617736	ME_R	7	ACH
720575940632777320	720575940616530210	ME_R	7	ACH
720575940632777320	720575940620901759	ME_R	7	ACH
720575940632777320	720575940612048753	ME_R	7	ACH
720575940632777320	720575940613062106	ME_L	7	ACH
720575940632777320	720575940614071505	ME_R	7	ACH
720575940632777320	720575940627499530	ME_R	7	ACH
720575940632777320	720575940644398190	ME_L	7	ACH
720575940632777320	720575940612861182	ME_L	7	ACH
720575940632777320	720575940632353105	ME_L	7	ACH
720575940632777320	720575940616553282	ME_L	7	ACH
720575940632777320	720575940631544659	ME_R	7	ACH
720575940632777320	720575940624324169	ME_R	7	ACH
720575940632777320	720575940621447350	ME_R	7	ACH
720575940632777320	720575940620462177	ME_R	7	ACH
720575940632777320	720575940633872865	ME_R	7	ACH
720575940632777320	720575940631139927	ME_L	7	ACH
720575940632777320	720575940633319628	ME_R	7	ACH
720575940632777320	720575940639596878	ME_L	7	ACH
720575940632777320	720575940627216484	ME_R	7	ACH
720575940632777320	720575940626342745	ME_R	7	ACH
720575940632777320	720575940627160143	ME_R	7	ACH
720575940632777320	720575940622704922	ME_R	7	ACH
720575940632777320	720575940624951560	ME_R	7	ACH
720575940632777320	720575940611837560	ME_R	7	ACH
720575940632777320	720575940605288480	ME_L	7	ACH
720575940632777320	720575940646897796	ME_R	7	ACH
720575940632777320	720575940621181424	ME_R	7	ACH
720575940632777320	720575940619683889	ME_L	7	ACH
720575940632777320	720575940635867248	ME_R	7	ACH
720575940632777320	720575940613079932	ME_L	7	OCT
720575940632777320	720575940626387458	ME_R	7	ACH
720575940632777320	720575940638445402	ME_R	7	ACH
720575940632777320	720575940605029088	ME_R	7	ACH
720575940632777320	720575940621894988	ME_L	7	ACH
720575940632777320	720575940624018249	ME_R	7	ACH
720575940632777320	720575940637977149	ME_R	7	ACH
720575940632777320	720575940640144829	ME_R	7	ACH
720575940632777320	720575940627009598	ME_R	7	ACH
720575940632777320	720575940631102509	ME_R	7	ACH
720575940632777320	720575940622728730	ME_R	7	ACH
720575940632777320	720575940620613766	ME_R	7	ACH
720575940632777320	720575940621579691	ME_R	7	ACH
720575940632777320	720575940627081502	ME_R	7	ACH
720575940632777320	720575940627429660	ME_L	7	ACH
720575940632777320	720575940637935070	ME_R	7	ACH
720575940632777320	720575940627019353	ME_L	7	ACH
720575940632777320	720575940614521767	ME_R	7	ACH
720575940632777320	720575940605300256	ME_L	7	ACH
720575940632777320	720575940636678542	ME_L	7	ACH
720575940632777320	720575940638579775	ME_L	7	ACH
720575940632777320	720575940613470230	ME_R	7	ACH
720575940632777320	720575940614069731	ME_L	7	ACH
720575940632777320	720575940632957523	ME_L	7	ACH
720575940632777320	720575940614967958	ME_L	7	ACH
720575940632777320	720575940632378695	ME_R	7	ACH
720575940632777320	720575940606170814	ME_L	7	ACH
720575940632777320	720575940614783138	ME_R	7	ACH
720575940632777320	720575940612903281	ME_L	7	ACH
720575940632777320	720575940645611031	ME_R	7	ACH
720575940632777320	720575940626359117	ME_R	7	ACH
720575940632777320	720575940633076691	ME_R	7	ACH
720575940632777320	720575940639594624	ME_L	7	ACH
720575940632777320	720575940616478806	ME_R	7	ACH
720575940632777320	720575940620536589	ME_R	7	ACH
720575940632777320	720575940634978222	ME_R	7	ACH
720575940632777320	720575940617038709	ME_R	7	ACH
720575940632777320	720575940613662530	ME_R	7	ACH
720575940632777320	720575940624874900	ME_R	7	ACH
720575940632777320	720575940629829175	ME_L	7	ACH
720575940632777320	720575940635023200	ME_L	7	ACH
720575940632777320	720575940618902619	ME_R	7	ACH
720575940632777320	720575940632397379	ME_L	7	ACH
720575940632777320	720575940613484697	ME_L	7	ACH
720575940632777320	720575940628207370	ME_L	7	ACH
720575940632777320	720575940628141961	ME_R	7	ACH
720575940632777320	720575940628534827	ME_R	7	ACH
720575940632777320	720575940607253744	ME_L	7	ACH
720575940632777320	720575940625171955	ME_L	6	ACH
720575940632777320	720575940615392578	ME_R	6	ACH
720575940632777320	720575940615088034	ME_R	6	ACH
720575940632777320	720575940627349379	ME_L	6	ACH
720575940632777320	720575940621581317	ME_R	6	ACH
720575940632777320	720575940629860908	ME_R	6	ACH
720575940632777320	720575940644125896	ME_L	6	ACH
720575940632777320	720575940639071551	ME_R	6	ACH
720575940632777320	720575940614607912	ME_R	6	ACH
720575940632777320	720575940616589173	ME_L	6	ACH
720575940632777320	720575940627416457	ME_R	6	GABA
720575940632777320	720575940613278895	ME_L	6	ACH
720575940632777320	720575940633232199	ME_L	6	ACH
720575940632777320	720575940625695162	ME_L	6	ACH
720575940632777320	720575940613222770	ME_R	6	ACH
720575940632777320	720575940620508075	ME_R	6	ACH
720575940632777320	720575940621383540	ME_R	6	ACH
720575940632777320	720575940649810809	ME_L	6	ACH
720575940632777320	720575940624711658	ME_R	6	ACH
720575940632777320	720575940633090444	ME_L	6	ACH
720575940632777320	720575940618621953	ME_L	6	ACH
720575940632777320	720575940622054832	ME_R	6	ACH
720575940632777320	720575940610066894	ME_R	6	ACH
720575940632777320	720575940636343732	ME_R	6	ACH
720575940632777320	720575940606476478	ME_R	6	ACH
720575940632777320	720575940609790987	ME_R	6	ACH
720575940632777320	720575940618769969	ME_L	6	ACH
720575940632777320	720575940606709449	ME_R	6	ACH
720575940632777320	720575940630197630	ME_L	6	ACH
720575940632777320	720575940615356054	ME_R	6	ACH
720575940632777320	720575940604664800	ME_L	6	ACH
720575940632777320	720575940630437826	ME_R	6	ACH
720575940632777320	720575940620540977	ME_L	6	ACH
720575940632777320	720575940635042329	ME_R	6	ACH
720575940632777320	720575940627776594	ME_L	6	ACH
720575940632777320	720575940630936315	ME_R	6	ACH
720575940632777320	720575940625621908	ME_L	6	ACH
720575940632777320	720575940637400165	ME_L	6	ACH
720575940632777320	720575940619253918	ME_L	6	ACH
720575940632777320	720575940631230275	ME_R	6	OCT
720575940632777320	720575940631539397	ME_R	6	ACH
720575940632777320	720575940626394942	ME_R	6	ACH
720575940632777320	720575940624470410	ME_L	6	ACH
720575940632777320	720575940630142265	ME_R	6	ACH
720575940632777320	720575940629147900	ME_L	6	ACH
720575940632777320	720575940624126413	ME_L	6	ACH
720575940632777320	720575940616894235	ME_R	6	ACH
720575940632777320	720575940617358395	ME_L	6	ACH
720575940632777320	720575940628887772	ME_R	6	ACH
720575940632777320	720575940633668252	ME_L	6	ACH
720575940632777320	720575940633574308	ME_L	6	ACH
720575940632777320	720575940633345375	ME_R	6	ACH
720575940632777320	720575940638333749	ME_R	6	ACH
720575940632777320	720575940627327101	ME_L	6	ACH
720575940632777320	720575940620228181	ME_L	6	ACH
720575940632777320	720575940630934329	ME_L	6	ACH
720575940632777320	720575940610656153	ME_R	6	ACH
720575940632777320	720575940628544828	ME_R	6	ACH
720575940632777320	720575940609036757	ME_R	6	ACH
720575940632777320	720575940632805919	ME_R	6	ACH
720575940632777320	720575940623327495	ME_R	6	ACH
720575940632777320	720575940616395963	ME_R	6	ACH
720575940632777320	720575940618508217	ME_R	6	ACH
720575940632777320	720575940660672641	ME_L	6	ACH
720575940632777320	720575940626037948	ME_L	6	ACH
720575940632777320	720575940628277135	ME_L	6	ACH
720575940632777320	720575940614791730	ME_R	6	ACH
720575940632777320	720575940615060903	ME_L	6	ACH
720575940632777320	720575940623457750	ME_L	6	ACH
720575940632777320	720575940629358854	ME_L	6	ACH
720575940632777320	720575940653413622	ME_R	6	ACH
720575940632777320	720575940604209580	ME_R	6	ACH
720575940632777320	720575940609734357	ME_R	6	ACH
720575940632777320	720575940628270321	ME_R	6	ACH
720575940632777320	720575940636414126	ME_R	6	ACH
720575940632777320	720575940620857776	ME_R	6	ACH
720575940632777320	720575940631432901	ME_R	6	ACH
720575940632777320	720575940635392363	ME_L	6	ACH
720575940632777320	720575940625442574	ME_L	6	ACH
720575940632777320	720575940604687532	ME_R	6	ACH
720575940632777320	720575940633340959	ME_R	6	ACH
720575940632777320	720575940634284770	ME_L	6	ACH
720575940632777320	720575940643527112	ME_R	6	ACH
720575940632777320	720575940614282792	ME_R	6	ACH
720575940632777320	720575940613819670	ME_R	6	ACH
720575940632777320	720575940626666312	ME_R	6	ACH
720575940632777320	720575940624127978	ME_L	6	ACH
720575940632777320	720575940608176818	ME_R	6	ACH
720575940632777320	720575940622666224	ME_L	6	ACH
720575940632777320	720575940624492176	ME_R	6	ACH
720575940632777320	720575940617859643	ME_R	6	ACH
720575940632777320	720575940626993683	ME_R	6	ACH
720575940632777320	720575940634356193	ME_R	6	ACH
720575940632777320	720575940616476555	ME_R	6	ACH
720575940632777320	720575940636907376	ME_R	6	ACH
720575940632777320	720575940638661446	ME_R	6	ACH
720575940632777320	720575940620139781	ME_R	6	ACH
720575940632777320	720575940660280449	ME_L	6	ACH
720575940632777320	720575940620035264	ME_R	6	ACH
720575940632777320	720575940631412811	ME_R	6	ACH
720575940632777320	720575940617876293	ME_R	6	ACH
720575940632777320	720575940615466655	ME_R	6	ACH
720575940632777320	720575940620615765	ME_L	6	ACH
720575940632777320	720575940617977017	ME_L	6	ACH
720575940632777320	720575940626026005	ME_R	6	ACH
720575940632777320	720575940632125240	ME_L	6	ACH
720575940632777320	720575940605706430	ME_R	6	ACH
720575940632777320	720575940629504105	ME_R	6	ACH
720575940632777320	720575940625153836	ME_R	6	ACH
720575940632777320	720575940613253811	ME_R	6	ACH
720575940632777320	720575940631449874	ME_L	6	ACH
720575940632777320	720575940609063800	ME_R	6	ACH
720575940632777320	720575940638481897	ME_R	6	ACH
720575940632777320	720575940615184031	ME_R	6	ACH
